month,site,site_category,visitor_type,visitor_origin,visitors
2024-12,Bahrain Fort Site,Archaeological Sites,Individual,Arab,4992
2024-12,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,34987
2024-12,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,54619
2024-12,Bahrain Fort Site,Archaeological Sites,Individual,GCC,7048
2024-12,Bahrain Fort Site,Forts,Educational,Government School,18
2024-12,Bahrain Fort Site,Forts,Educational,Kinder Garden,115
2024-12,Bahrain Fort Site,Forts,Educational,Private School,441
2024-12,Bahrain Fort Site,Forts,Groups,Organized Group,5320
2024-12,Bahrain Fort Site,Forts,Groups,Tour Agencies,17140
2024-12,Bahrain Fort Site,Forts,Groups,VIP,103
2024-12,Bahrain Fort Site,Forts,Individual,Arab,4992
2024-12,Bahrain Fort Site,Forts,Individual,Bahraini,34987
2024-12,Bahrain Fort Site,Forts,Individual,Foreign,54619
2024-12,Bahrain Fort Site,Forts,Individual,GCC,7048
2024-12,Bahrain National Museum,Museums,Educational,Government School,353
2024-12,Bahrain National Museum,Museums,Educational,Kinder Garden,183
2024-12,Bahrain National Museum,Museums,Educational,Private School,820
2024-12,Bahrain National Museum,Museums,Groups,Organized Group,274
2024-12,Bahrain National Museum,Museums,Groups,VIP,54
2024-12,Bahrain National Museum,Museums,Individual,Arab,457
2024-12,Bahrain National Museum,Museums,Individual,Bahraini,1304
2024-12,Bahrain National Museum,Museums,Individual,Foreign,12210
2024-12,Bahrain National Museum,Museums,Individual,GCC,1741
2024-12,Bahrain National Theatre,Uncategorised,Individual,Arab,200
2024-12,Bahrain National Theatre,Uncategorised,Individual,Bahraini,600
2024-12,Bahrain National Theatre,Uncategorised,Individual,Foreign,64
2024-12,Bahrain National Theatre,Uncategorised,Individual,GCC,100
2024-12,Bani Jamra Textile Weaving,Handicraft Sites,Educational,Kinder Garden,10
2024-12,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Organized Group,42
2024-12,Bani Jamra Textile Weaving,Handicraft Sites,Groups,VIP,10
2024-12,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Bahraini,108
2024-12,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Foreign,50
2024-12,Bani Jamra Textile Weaving,Handicraft Sites,Individual,GCC,13
2024-12,Barbar Temples,Archaeological Sites,Groups,Organized Group,2
2024-12,Barbar Temples,Archaeological Sites,Groups,Tour Agencies,11
2024-12,Barbar Temples,Archaeological Sites,Groups,VIP,1
2024-12,Barbar Temples,Archaeological Sites,Individual,Arab,5
2024-12,Barbar Temples,Archaeological Sites,Individual,Bahraini,43
2024-12,Barbar Temples,Archaeological Sites,Individual,Foreign,91
2024-12,Bu Maher,Archaeological Sites,Individual,Arab,1341
2024-12,Bu Maher,Archaeological Sites,Individual,Bahraini,79169
2024-12,Bu Maher,Archaeological Sites,Individual,Foreign,1485
2024-12,Bu Maher,Archaeological Sites,Individual,GCC,11853
2024-12,Bu Maher,Forts,Individual,Arab,1341
2024-12,Bu Maher,Forts,Individual,Bahraini,79169
2024-12,Bu Maher,Forts,Individual,Foreign,1485
2024-12,Bu Maher,Forts,Individual,GCC,11853
2024-12,Bu Maher,Pearling Path Sites,Individual,Arab,1341
2024-12,Bu Maher,Pearling Path Sites,Individual,Bahraini,79169
2024-12,Bu Maher,Pearling Path Sites,Individual,Foreign,1485
2024-12,Bu Maher,Pearling Path Sites,Individual,GCC,11853
2024-12,Cultural Hall,Uncategorised,Educational,Private School,723
2024-12,Cultural Hall,Uncategorised,Individual,Bahraini,1879
2024-12,Cultural Hall,Uncategorised,Individual,Foreign,3050
2024-12,Fakhro House,Pearling Path Sites,Groups,VIP,15
2024-12,Fakhro House,Pearling Path Sites,Individual,Arab,1334
2024-12,Fakhro House,Pearling Path Sites,Individual,Bahraini,52267
2024-12,Fakhro House,Pearling Path Sites,Individual,Foreign,3231
2024-12,Fakhro House,Pearling Path Sites,Individual,GCC,4200
2024-12,House of Baskets,Handicraft Sites,Groups,Organized Group,157
2024-12,House of Baskets,Handicraft Sites,Groups,VIP,13
2024-12,House of Baskets,Handicraft Sites,Individual,Arab,14
2024-12,House of Baskets,Handicraft Sites,Individual,Bahraini,119
2024-12,House of Baskets,Handicraft Sites,Individual,Foreign,74
2024-12,House of Baskets,Handicraft Sites,Individual,GCC,52
2024-12,Pearling Path Visitor Center,Pearling Path Sites,Individual,Arab,10116
2024-12,Pearling Path Visitor Center,Pearling Path Sites,Individual,Bahraini,207961
2024-12,Pearling Path Visitor Center,Pearling Path Sites,Individual,Foreign,9918
2024-12,Pearling Path Visitor Center,Pearling Path Sites,Individual,GCC,35071
2024-12,Post Office Museum,Museums,Individual,Arab,14
2024-12,Post Office Museum,Museums,Individual,Bahraini,57
2024-12,Post Office Museum,Museums,Individual,Foreign,186
2024-12,Post Office Museum,Museums,Individual,GCC,87
2024-12,Qalat Al Bahrain Site Museum,Museums,Educational,College or University,25
2024-12,Qalat Al Bahrain Site Museum,Museums,Educational,Government School,259
2024-12,Qalat Al Bahrain Site Museum,Museums,Educational,Kinder Garden,33
2024-12,Qalat Al Bahrain Site Museum,Museums,Educational,Private School,334
2024-12,Qalat Al Bahrain Site Museum,Museums,Groups,Organized Group,116
2024-12,Qalat Al Bahrain Site Museum,Museums,Groups,VIP,25
2024-12,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,10
2024-12,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,176
2024-12,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,1013
2024-12,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,139
2024-12,Saar Settlement,Archaeological Sites,Individual,Arab,22
2024-12,Saar Settlement,Archaeological Sites,Individual,GCC,18
2024-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Educational,College or University,13
2024-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Educational,Kinder Garden,21
2024-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Tour Agencies,71
2024-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Arab,318
2024-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Bahraini,470
2024-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Foreign,1010
2024-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,GCC,9
2024-12,Siyadi Majlis,Pearling Path Sites,Individual,Arab,74
2024-12,Siyadi Majlis,Pearling Path Sites,Individual,Bahraini,38466
2024-12,Siyadi Majlis,Pearling Path Sites,Individual,Foreign,4545
2024-12,Siyadi Majlis,Pearling Path Sites,Individual,GCC,722
2024-12,Tree of Life Visitors Centre,Uncategorised,Groups,Tour Agencies,2403
2024-12,Tree of Life Visitors Centre,Uncategorised,Groups,VIP,18
2024-12,Tree of Life Visitors Centre,Uncategorised,Individual,Arab,254
2024-12,Tree of Life Visitors Centre,Uncategorised,Individual,Bahraini,3736
2024-12,Tree of Life Visitors Centre,Uncategorised,Individual,Foreign,7357
2025-01,Al Alawi House,Pearling Path Sites,Educational,College or University,19
2025-01,Al Alawi House,Pearling Path Sites,Groups,Tour Agencies,44
2025-01,Al Alawi House,Pearling Path Sites,Groups,VIP,4
2025-01,Al Alawi House,Pearling Path Sites,Individual,Arab,29
2025-01,Al Alawi House,Pearling Path Sites,Individual,Bahraini,8
2025-01,Al Alawi House,Pearling Path Sites,Individual,Foreign,193
2025-01,Al Alawi House,Pearling Path Sites,Individual,GCC,9
2025-01,Al Ghus House,Pearling Path Sites,Groups,Organized Group,17
2025-01,Al Ghus House,Pearling Path Sites,Groups,VIP,40
2025-01,Al Ghus House,Pearling Path Sites,Individual,Arab,83
2025-01,Al Ghus House,Pearling Path Sites,Individual,Bahraini,14
2025-01,Al Ghus House,Pearling Path Sites,Individual,Foreign,478
2025-01,Al Jalahma House,Pearling Path Sites,Educational,Kinder Garden,9
2025-01,Al Jalahma House,Pearling Path Sites,Groups,Tour Agencies,168
2025-01,Al Jalahma House,Pearling Path Sites,Groups,VIP,41
2025-01,Al Jalahma House,Pearling Path Sites,Individual,Arab,7
2025-01,Al Jalahma House,Pearling Path Sites,Individual,Bahraini,26
2025-01,Al Jalahma House,Pearling Path Sites,Individual,Foreign,617
2025-01,Al Jalahma House,Pearling Path Sites,Individual,GCC,10
2025-01,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,Private School,9
2025-01,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Tour Agencies,548
2025-01,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,VIP,74
2025-01,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Arab,8
2025-01,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Bahraini,178
2025-01,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Foreign,232
2025-01,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,GCC,7
2025-01,Al Jasra House,Uncategorised,Groups,Organized Group,8
2025-01,Al Jasra House,Uncategorised,Groups,Tour Agencies,38
2025-01,Al Jasra House,Uncategorised,Groups,VIP,6
2025-01,Al Jasra House,Uncategorised,Individual,Arab,15
2025-01,Al Jasra House,Uncategorised,Individual,Bahraini,149
2025-01,Al Jasra House,Uncategorised,Individual,Foreign,133
2025-01,Al Khalefeyah Library,Uncategorised,Individual,Arab,148
2025-01,Al Khalefeyah Library,Uncategorised,Individual,Bahraini,88
2025-01,Al Khalefeyah Library,Uncategorised,Individual,Foreign,212
2025-01,Al Khalefeyah Library,Uncategorised,Individual,GCC,33
2025-01,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Arab,4
2025-01,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Bahraini,45
2025-01,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Foreign,74
2025-01,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,GCC,2
2025-01,Arad Fort,Archaeological Sites,Individual,Arab,21
2025-01,Arad Fort,Archaeological Sites,Individual,Bahraini,217
2025-01,Arad Fort,Archaeological Sites,Individual,Foreign,556
2025-01,Arad Fort,Archaeological Sites,Individual,GCC,77
2025-01,Arad Fort,Forts,Individual,Arab,21
2025-01,Arad Fort,Forts,Individual,Bahraini,217
2025-01,Arad Fort,Forts,Individual,Foreign,556
2025-01,Arad Fort,Forts,Individual,GCC,77
2025-01,Archaeologies of Green Pavilion,Uncategorised,Groups,Tour Agencies,1
2025-01,Archaeologies of Green Pavilion,Uncategorised,Individual,Arab,104
2025-01,Archaeologies of Green Pavilion,Uncategorised,Individual,Bahraini,1
2025-01,Archaeologies of Green Pavilion,Uncategorised,Individual,Foreign,231
2025-01,Art Center,Uncategorised,Individual,Bahraini,567
2025-01,Art Center,Uncategorised,Individual,Foreign,12
2025-01,Bab Al Bahrain Information Center,Uncategorised,Individual,Arab,7
2025-01,Bab Al Bahrain Information Center,Uncategorised,Individual,Bahraini,29
2025-01,Bab Al Bahrain Information Center,Uncategorised,Individual,Foreign,59
2025-01,Badr Gulum and Turabi House,Pearling Path Sites,Educational,Kinder Garden,53
2025-01,Badr Gulum and Turabi House,Pearling Path Sites,Groups,Tour Agencies,189
2025-01,Badr Gulum and Turabi House,Pearling Path Sites,Groups,VIP,69
2025-01,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Bahraini,132
2025-01,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Foreign,457
2025-01,Badr Gulum and Turabi House,Pearling Path Sites,Individual,GCC,14
2025-01,Bahrain Fort Site,Archaeological Sites,Educational,Private School,304
2025-01,Bahrain Fort Site,Archaeological Sites,Groups,Organized Group,3432
2025-01,Bahrain Fort Site,Archaeological Sites,Groups,Tour Agencies,17193
2025-01,Bahrain Fort Site,Archaeological Sites,Groups,VIP,93
2025-01,Bahrain Fort Site,Archaeological Sites,Individual,Arab,3190
2025-01,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,25777
2025-01,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,40534
2025-01,Bahrain Fort Site,Archaeological Sites,Individual,GCC,5907
2025-01,Bahrain Fort Site,Forts,Educational,Private School,304
2025-01,Bahrain Fort Site,Forts,Groups,Organized Group,3432
2025-01,Bahrain Fort Site,Forts,Groups,Tour Agencies,17193
2025-01,Bahrain Fort Site,Forts,Groups,VIP,93
2025-01,Bahrain Fort Site,Forts,Individual,Arab,3190
2025-01,Bahrain Fort Site,Forts,Individual,Bahraini,25777
2025-01,Bahrain Fort Site,Forts,Individual,Foreign,40534
2025-01,Bahrain Fort Site,Forts,Individual,GCC,5907
2025-01,Bahrain National Museum,Museums,Educational,College or University,20
2025-01,Bahrain National Museum,Museums,Educational,Government School,263
2025-01,Bahrain National Museum,Museums,Educational,Private School,294
2025-01,Bahrain National Museum,Museums,Groups,Organized Group,52
2025-01,Bahrain National Museum,Museums,Groups,Tour Agencies,192
2025-01,Bahrain National Museum,Museums,Groups,VIP,89
2025-01,Bahrain National Museum,Museums,Individual,Arab,213
2025-01,Bahrain National Museum,Museums,Individual,Bahraini,889
2025-01,Bahrain National Museum,Museums,Individual,Foreign,9094
2025-01,Bahrain National Museum,Museums,Individual,GCC,1959
2025-01,Bahrain National Theatre,Uncategorised,Individual,Arab,150
2025-01,Bahrain National Theatre,Uncategorised,Individual,Bahraini,790
2025-01,Bahrain National Theatre,Uncategorised,Individual,Foreign,800
2025-01,Bahrain National Theatre,Uncategorised,Individual,GCC,100
2025-01,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Bahraini,92
2025-01,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Foreign,33
2025-01,Bani Jamra Textile Weaving,Handicraft Sites,Individual,GCC,5
2025-01,Barbar Temples,Archaeological Sites,Groups,Tour Agencies,1
2025-01,Barbar Temples,Archaeological Sites,Individual,Arab,4
2025-01,Barbar Temples,Archaeological Sites,Individual,Bahraini,47
2025-01,Barbar Temples,Archaeological Sites,Individual,Foreign,64
2025-01,Bu Maher,Archaeological Sites,Educational,Private School,205
2025-01,Bu Maher,Archaeological Sites,Groups,Organized Group,86
2025-01,Bu Maher,Archaeological Sites,Groups,Tour Agencies,403
2025-01,Bu Maher,Archaeological Sites,Groups,VIP,104
2025-01,Bu Maher,Archaeological Sites,Individual,Arab,47
2025-01,Bu Maher,Archaeological Sites,Individual,Bahraini,303
2025-01,Bu Maher,Archaeological Sites,Individual,Foreign,1864
2025-01,Bu Maher,Archaeological Sites,Individual,GCC,437
2025-01,Bu Maher,Forts,Educational,Private School,205
2025-01,Bu Maher,Forts,Groups,Organized Group,86
2025-01,Bu Maher,Forts,Groups,Tour Agencies,403
2025-01,Bu Maher,Forts,Groups,VIP,104
2025-01,Bu Maher,Forts,Individual,Arab,47
2025-01,Bu Maher,Forts,Individual,Bahraini,303
2025-01,Bu Maher,Forts,Individual,Foreign,1864
2025-01,Bu Maher,Forts,Individual,GCC,437
2025-01,Bu Maher,Pearling Path Sites,Educational,Private School,205
2025-01,Bu Maher,Pearling Path Sites,Groups,Organized Group,86
2025-01,Bu Maher,Pearling Path Sites,Groups,Tour Agencies,403
2025-01,Bu Maher,Pearling Path Sites,Groups,VIP,104
2025-01,Bu Maher,Pearling Path Sites,Individual,Arab,47
2025-01,Bu Maher,Pearling Path Sites,Individual,Bahraini,303
2025-01,Bu Maher,Pearling Path Sites,Individual,Foreign,1864
2025-01,Bu Maher,Pearling Path Sites,Individual,GCC,437
2025-01,Cultural Hall,Uncategorised,Individual,Arab,334
2025-01,Cultural Hall,Uncategorised,Individual,Bahraini,2177
2025-01,Cultural Hall,Uncategorised,Individual,Foreign,1726
2025-01,Cultural Hall,Uncategorised,Individual,GCC,200
2025-01,Fakhro House,Pearling Path Sites,Educational,Private School,10
2025-01,Fakhro House,Pearling Path Sites,Groups,Organized Group,33
2025-01,Fakhro House,Pearling Path Sites,Groups,Tour Agencies,20
2025-01,Fakhro House,Pearling Path Sites,Groups,VIP,75
2025-01,Fakhro House,Pearling Path Sites,Individual,Arab,90
2025-01,Fakhro House,Pearling Path Sites,Individual,Bahraini,136
2025-01,Fakhro House,Pearling Path Sites,Individual,Foreign,337
2025-01,Fakhro House,Pearling Path Sites,Individual,GCC,69
2025-01,House of Baskets,Handicraft Sites,Groups,Organized Group,43
2025-01,House of Baskets,Handicraft Sites,Individual,Arab,1
2025-01,House of Baskets,Handicraft Sites,Individual,Bahraini,97
2025-01,House of Baskets,Handicraft Sites,Individual,Foreign,38
2025-01,House of Baskets,Handicraft Sites,Individual,GCC,22
2025-01,Pearling Path Visitor Center,Pearling Path Sites,Educational,College or University,4
2025-01,Pearling Path Visitor Center,Pearling Path Sites,Educational,Private School,28
2025-01,Pearling Path Visitor Center,Pearling Path Sites,Groups,Tour Agencies,303
2025-01,Pearling Path Visitor Center,Pearling Path Sites,Groups,VIP,70
2025-01,Pearling Path Visitor Center,Pearling Path Sites,Individual,Arab,471
2025-01,Pearling Path Visitor Center,Pearling Path Sites,Individual,Bahraini,5384
2025-01,Pearling Path Visitor Center,Pearling Path Sites,Individual,Foreign,946
2025-01,Pearling Path Visitor Center,Pearling Path Sites,Individual,GCC,1561
2025-01,Qalat Al Bahrain Site Museum,Museums,Educational,Private School,231
2025-01,Qalat Al Bahrain Site Museum,Museums,Groups,Organized Group,52
2025-01,Qalat Al Bahrain Site Museum,Museums,Groups,Tour Agencies,85
2025-01,Qalat Al Bahrain Site Museum,Museums,Groups,VIP,14
2025-01,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,28
2025-01,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,189
2025-01,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,919
2025-01,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,226
2025-01,Saar Settlement,Archaeological Sites,Groups,Tour Agencies,30
2025-01,Saar Settlement,Archaeological Sites,Individual,Arab,8
2025-01,Saar Settlement,Archaeological Sites,Individual,Bahraini,63
2025-01,Saar Settlement,Archaeological Sites,Individual,Foreign,55
2025-01,Saar Settlement,Archaeological Sites,Individual,GCC,42
2025-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Organized Group,30
2025-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Tour Agencies,156
2025-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Arab,351
2025-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Bahraini,204
2025-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Foreign,768
2025-01,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,GCC,4
2025-01,Siyadi Majlis,Pearling Path Sites,Educational,Private School,15
2025-01,Siyadi Majlis,Pearling Path Sites,Groups,Organized Group,100
2025-01,Siyadi Majlis,Pearling Path Sites,Individual,Arab,37
2025-01,Siyadi Majlis,Pearling Path Sites,Individual,Bahraini,336
2025-01,Siyadi Majlis,Pearling Path Sites,Individual,Foreign,1999
2025-01,Siyadi Majlis,Pearling Path Sites,Individual,GCC,178
2025-01,Tree of Life Visitors Centre,Uncategorised,Educational,Private School,382
2025-01,Tree of Life Visitors Centre,Uncategorised,Groups,Tour Agencies,3272
2025-01,Tree of Life Visitors Centre,Uncategorised,Groups,VIP,56
2025-01,Tree of Life Visitors Centre,Uncategorised,Individual,Arab,383
2025-01,Tree of Life Visitors Centre,Uncategorised,Individual,Bahraini,8005
2025-01,Tree of Life Visitors Centre,Uncategorised,Individual,Foreign,9257
2025-02,Al Alawi House,Pearling Path Sites,Educational,College or University,22
2025-02,Al Alawi House,Pearling Path Sites,Groups,Organized Group,10
2025-02,Al Alawi House,Pearling Path Sites,Groups,Tour Agencies,53
2025-02,Al Alawi House,Pearling Path Sites,Groups,VIP,60
2025-02,Al Alawi House,Pearling Path Sites,Individual,Arab,36
2025-02,Al Alawi House,Pearling Path Sites,Individual,Bahraini,49
2025-02,Al Alawi House,Pearling Path Sites,Individual,Foreign,238
2025-02,Al Alawi House,Pearling Path Sites,Individual,GCC,36
2025-02,Al Ghus House,Pearling Path Sites,Educational,Kinder Garden,10
2025-02,Al Ghus House,Pearling Path Sites,Groups,Organized Group,162
2025-02,Al Ghus House,Pearling Path Sites,Groups,Tour Agencies,328
2025-02,Al Ghus House,Pearling Path Sites,Groups,VIP,11
2025-02,Al Ghus House,Pearling Path Sites,Individual,Arab,36
2025-02,Al Ghus House,Pearling Path Sites,Individual,Bahraini,99
2025-02,Al Ghus House,Pearling Path Sites,Individual,Foreign,762
2025-02,Al Ghus House,Pearling Path Sites,Individual,GCC,44
2025-02,Al Jalahma House,Pearling Path Sites,Educational,Kinder Garden,15
2025-02,Al Jalahma House,Pearling Path Sites,Groups,Organized Group,74
2025-02,Al Jalahma House,Pearling Path Sites,Groups,Tour Agencies,322
2025-02,Al Jalahma House,Pearling Path Sites,Groups,VIP,7
2025-02,Al Jalahma House,Pearling Path Sites,Individual,Arab,6
2025-02,Al Jalahma House,Pearling Path Sites,Individual,Bahraini,24
2025-02,Al Jalahma House,Pearling Path Sites,Individual,Foreign,790
2025-02,Al Jalahma House,Pearling Path Sites,Individual,GCC,25
2025-02,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,Private School,110
2025-02,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Tour Agencies,821
2025-02,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Arab,32
2025-02,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Bahraini,67
2025-02,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Foreign,134
2025-02,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,GCC,12
2025-02,Al Jasra House,Uncategorised,Educational,Kinder Garden,39
2025-02,Al Jasra House,Uncategorised,Groups,Tour Agencies,145
2025-02,Al Jasra House,Uncategorised,Individual,Bahraini,73
2025-02,Al Jasra House,Uncategorised,Individual,Foreign,231
2025-02,Al Jasra House,Uncategorised,Individual,GCC,18
2025-02,Al Khalefeyah Library,Uncategorised,Educational,Government School,21
2025-02,Al Khalefeyah Library,Uncategorised,Individual,Arab,136
2025-02,Al Khalefeyah Library,Uncategorised,Individual,Bahraini,98
2025-02,Al Khalefeyah Library,Uncategorised,Individual,Foreign,294
2025-02,Al Khalefeyah Library,Uncategorised,Individual,GCC,29
2025-02,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Arab,11
2025-02,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Bahraini,71
2025-02,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Foreign,113
2025-02,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,GCC,10
2025-02,Arad Fort,Archaeological Sites,Individual,Arab,15
2025-02,Arad Fort,Archaeological Sites,Individual,Bahraini,49
2025-02,Arad Fort,Archaeological Sites,Individual,Foreign,473
2025-02,Arad Fort,Archaeological Sites,Individual,GCC,91
2025-02,Arad Fort,Forts,Individual,Arab,15
2025-02,Arad Fort,Forts,Individual,Bahraini,49
2025-02,Arad Fort,Forts,Individual,Foreign,473
2025-02,Arad Fort,Forts,Individual,GCC,91
2025-02,Archaeologies of Green Pavilion,Uncategorised,Individual,Arab,70
2025-02,Archaeologies of Green Pavilion,Uncategorised,Individual,Foreign,82
2025-02,Art Center,Uncategorised,Educational,Government School,150
2025-02,Art Center,Uncategorised,Individual,Bahraini,283
2025-02,Badr Gulum and Turabi House,Pearling Path Sites,Educational,Kinder Garden,2
2025-02,Badr Gulum and Turabi House,Pearling Path Sites,Groups,Tour Agencies,354
2025-02,Badr Gulum and Turabi House,Pearling Path Sites,Groups,VIP,59
2025-02,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Bahraini,107
2025-02,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Foreign,685
2025-02,Badr Gulum and Turabi House,Pearling Path Sites,Individual,GCC,5
2025-02,Bahrain Fort Site,Archaeological Sites,Educational,College or University,50
2025-02,Bahrain Fort Site,Archaeological Sites,Educational,Private School,328
2025-02,Bahrain Fort Site,Archaeological Sites,Groups,Organized Group,1481
2025-02,Bahrain Fort Site,Archaeological Sites,Groups,Tour Agencies,21268
2025-02,Bahrain Fort Site,Archaeological Sites,Groups,VIP,54
2025-02,Bahrain Fort Site,Archaeological Sites,Individual,Arab,2631
2025-02,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,16009
2025-02,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,27873
2025-02,Bahrain Fort Site,Archaeological Sites,Individual,GCC,4296
2025-02,Bahrain Fort Site,Forts,Educational,College or University,50
2025-02,Bahrain Fort Site,Forts,Educational,Private School,328
2025-02,Bahrain Fort Site,Forts,Groups,Organized Group,1481
2025-02,Bahrain Fort Site,Forts,Groups,Tour Agencies,21268
2025-02,Bahrain Fort Site,Forts,Groups,VIP,54
2025-02,Bahrain Fort Site,Forts,Individual,Arab,2631
2025-02,Bahrain Fort Site,Forts,Individual,Bahraini,16009
2025-02,Bahrain Fort Site,Forts,Individual,Foreign,27873
2025-02,Bahrain Fort Site,Forts,Individual,GCC,4296
2025-02,Bahrain National Museum,Museums,Educational,College or University,54
2025-02,Bahrain National Museum,Museums,Educational,Government School,131
2025-02,Bahrain National Museum,Museums,Educational,Private School,259
2025-02,Bahrain National Museum,Museums,Groups,Organized Group,91
2025-02,Bahrain National Museum,Museums,Groups,Tour Agencies,36
2025-02,Bahrain National Museum,Museums,Groups,VIP,115
2025-02,Bahrain National Museum,Museums,Individual,Arab,210
2025-02,Bahrain National Museum,Museums,Individual,Bahraini,823
2025-02,Bahrain National Museum,Museums,Individual,Foreign,10365
2025-02,Bahrain National Museum,Museums,Individual,GCC,1768
2025-02,Bahrain National Theatre,Uncategorised,Individual,Arab,150
2025-02,Bahrain National Theatre,Uncategorised,Individual,Bahraini,400
2025-02,Bahrain National Theatre,Uncategorised,Individual,Foreign,300
2025-02,Bahrain National Theatre,Uncategorised,Individual,GCC,100
2025-02,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Organized Group,45
2025-02,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Tour Agencies,10
2025-02,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Bahraini,59
2025-02,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Foreign,36
2025-02,Bani Jamra Textile Weaving,Handicraft Sites,Individual,GCC,2
2025-02,Barbar Temples,Archaeological Sites,Groups,Tour Agencies,6
2025-02,Barbar Temples,Archaeological Sites,Individual,Bahraini,13
2025-02,Barbar Temples,Archaeological Sites,Individual,Foreign,55
2025-02,Bu Maher,Archaeological Sites,Groups,Organized Group,222
2025-02,Bu Maher,Archaeological Sites,Groups,Tour Agencies,558
2025-02,Bu Maher,Archaeological Sites,Groups,VIP,22
2025-02,Bu Maher,Archaeological Sites,Individual,Arab,52
2025-02,Bu Maher,Archaeological Sites,Individual,Bahraini,328
2025-02,Bu Maher,Archaeological Sites,Individual,Foreign,2211
2025-02,Bu Maher,Archaeological Sites,Individual,GCC,228
2025-02,Bu Maher,Forts,Groups,Organized Group,222
2025-02,Bu Maher,Forts,Groups,Tour Agencies,558
2025-02,Bu Maher,Forts,Groups,VIP,22
2025-02,Bu Maher,Forts,Individual,Arab,52
2025-02,Bu Maher,Forts,Individual,Bahraini,328
2025-02,Bu Maher,Forts,Individual,Foreign,2211
2025-02,Bu Maher,Forts,Individual,GCC,228
2025-02,Bu Maher,Pearling Path Sites,Groups,Organized Group,222
2025-02,Bu Maher,Pearling Path Sites,Groups,Tour Agencies,558
2025-02,Bu Maher,Pearling Path Sites,Groups,VIP,22
2025-02,Bu Maher,Pearling Path Sites,Individual,Arab,52
2025-02,Bu Maher,Pearling Path Sites,Individual,Bahraini,328
